Timestamp,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Acc_1,Acc_2,Acc_3
1740573635.186608,11.78990739065828,27.775920767058068,50.02465789538215,76.00591261445129,102.6669145595354,151.9673977921425,288.42557998654564,385.2687329942608,0.8293631892427855,0.9093555968410848,0.9133834085576386
1740573635.190732,13.544929161224495,34.436126728309844,64.44008709191822,82.69459122295183,106.14901295710297,120.36272402027919,276.8559422686507,295.6543322894653,0.9241896472474592,0.8672243654072236,0.9260741693331546
1740573635.194813,15.261210516590753,39.76547839778608,69.17140560988385,106.51094650584058,124.42319681693316,119.647874044609,92.9862883683285,55.0123035186035,0.9311405730206003,0.9174027020880325,0.8874838800613396
1740573635.19871,16.747204475396963,46.07844914157277,73.71182358126055,93.35020513283186,82.33321584322769,50.234319255046714,2.764079511831511,-60.19542214562708,0.9002874130730761,0.835989081940835,0.9279647723412677
1740573635.202745,18.03878311770528,45.636872346287774,64.83749201921088,66.84063089182042,32.95589247088756,-12.720948219944077,-35.00359644029378,-11.82559710326288,0.9330986706330441,0.9416465594195255,0.8648296137674989
1740573635.206789,19.85264290835118,46.29919945871771,57.42756942869912,38.39045693729222,7.570404585785951,-24.54880945237329,6.194270971185574,95.15135224404966,0.9045291364806626,0.8306243908181712,0.8452780312889466
1740573635.210762,20.915663149200945,46.18412139053896,45.27544684608369,8.484275730256162,-37.14401159415374,-14.035800934095178,82.11923175301371,149.52884574567548,0.9093324821230176,0.8561473158118224,0.8429032536311729
1740573635.214745,21.49666180558277,44.72852280587539,30.979550991714987,-5.372396851535989,-13.212674034691297,59.88158381499817,181.62091712403839,188.48718295548366,0.9330220029130086,0.8798871637564429,0.8791765088746084
1740573635.218834,23.29325062369433,40.737600226992576,16.620960754447296,-19.476382822956168,22.83399659849307,132.1843754041181,140.72480560910265,82.26546100468681,0.8299108317533249,0.9060056664446877,0.893243486277958
1740573635.22275,22.967545921453414,34.12880995325594,4.040544786044478,-16.529406796674422,66.04593918305684,162.82514198182554,102.41139370665786,-22.637725331218377,0.8333021749244947,0.8222383443571472,0.9439313277509199
