Timestamp,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Acc_1,Acc_2,Acc_3
1740348565.552896,13.472668943477796,35.71006798492973,63.60747014168425,90.9077321507566,129.74438009021924,163.99606658763707,365.20626035630903,280.89577974209385,0.8437677121754046,0.9005952912798815,0.8394745285581936
1740348565.556881,15.243223455229977,41.90966160488395,66.7168423413242,93.22883276236655,114.73967629143226,101.9796101614968,87.99141250353824,60.70296608118151,0.9141421672135358,0.9253632073874695,0.9475137733454305
1740348565.560872,16.610198021868065,44.307384582339225,76.63654496420477,83.46622812778796,78.72021872790936,49.71847692797627,21.69750945115139,-14.04089000270504,0.9912263182014819,0.9308748896394695,0.8018451129933366
1740348565.56487,18.463484644452087,49.25684479631131,63.51962317550374,67.79287576848114,36.70547501409755,-12.569275711113193,-48.50711627568212,14.68031115244115,0.9359264957826187,0.9844609904759162,0.850468383956446
1740348565.568872,19.392397683967978,50.12066406571057,62.30929772503714,38.42159147901526,9.960034364691545,-43.61513491899859,9.43813785261348,91.391904959683,0.9258777469794081,0.9687895171564612,0.9658772811615036
1740348565.572884,20.40926901996574,48.11593039715517,46.88188157748358,15.441444731249376,-11.291079001858272,-15.000060541830038,92.91034134393595,185.26580055249207,0.9744538014968157,0.8149251962462617,0.8613000989535633
1740348565.57689,21.369502670920696,46.13228828080572,30.996328605521448,-2.9571557935937847,-23.372485046397685,59.8609599864183,135.64875912121937,205.37343633214294,0.8641249234782683,0.8770831947047291,0.9916966132525703
1740348565.580872,22.6995014822268,41.31264347200349,13.220428622928008,-6.672544793575163,16.586957905121253,126.81439947103327,173.71235547212507,83.71467421797396,0.829811040223894,0.8440327551930017,0.8416187490274099
1740348565.584883,23.660191362320028,33.91903567289196,4.840226820244542,-9.256422262143829,62.672654308511774,150.78127785978424,100.43387292716588,-45.79217943162756,0.9721992945900512,0.9193301327032292,0.8248072016155449
1740348565.58888,23.69090797793286,28.467133960570546,-4.64209248647164,10.523323964474262,93.98724348738159,116.17931491432788,16.491152329639483,6.074587764693575,0.9691593541561504,0.9784471746996178,0.8558633561341322
1740348565.592875,24.78172088613483,21.99617981709086,-17.92263646313441,34.09064885054062,121.6780028750367,71.71361519164981,-4.6286720369571555,59.15895762639535,0.8408837019463007,0.8716154443501566,0.9099905906069329
1740348565.596865,24.673774611750346,15.387765685129375,-7.753829363201099,63.47857337857824,96.90191526963963,7.7432605550439035,-19.328144336688965,142.98384679389915,0.8843226421360945,0.876003171585492,0.8867914193935613
1740348565.600853,23.393387625026723,7.2110995494789805,-8.275237109022989,75.80777555591588,77.25156634185247,-4.845895151170623,76.40426871983536,174.48140365589134,0.943338726331168,0.9270557429417648,0.8851313726886082
1740348565.604888,23.073016094633303,2.4026045586928966,9.568869513916123,104.93957704524834,35.71461409853025,-13.736407161560507,165.5095428849084,108.6137018023932,0.9627197959096622,0.9351569798047167,0.8648114875466479
1740348565.60888,23.39199768770878,-3.0520900111159293,22.685106392734912,102.12308850078932,0.8439112515631777,43.06842665841369,133.3961423498825,-15.268122879358813,0.955131352775472,0.944708689192714,0.8444199017457575
1740348565.612939,21.794131020907123,-5.048363413419928,39.03113546112896,84.03812194764066,-13.621527593865288,104.54544868380252,126.6337690158685,2.383452525680241,0.900721621689783,0.8337257048438276,0.9390100241317277
1740348565.616895,20.607872136703286,-7.2557053366645725,50.56146832404711,53.94732731249424,-6.717522012410079,122.37422295004208,16.171974577466223,18.583141094052138,0.8119812964897877,0.9369030207457433,0.8001682147972238
